,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,Property_Type,Nbr_Living_Units,Sq_Ft_Fin_Basement,Yr_Built,Yr_Renovated,Newly_Construction,House_Sale_Price
442,1240,10956,1.75,3,6,Single Family,1,0,1987,0,False,292443.0
443,1470,9680,1.75,3,8,Single Family,1,0,1968,0,False,283279.0
444,1170,8740,1.75,3,7,Single Family,1,0,1968,0,False,432497.0
445,2710,3245,2.5,4,8,Single Family,1,220,1916,2003,False,681736.0
446,1580,5750,1.75,3,7,Single Family,1,690,1949,0,False,498001.0
447,970,3393,1.0,2,6,Single Family,1,0,1909,0,False,487051.0
448,2370,5850,2.75,4,7,Single Family,1,120,1928,1991,False,633957.0
449,1940,6440,2.0,3,7,Single Family,1,970,1940,0,False,608073.0
450,1340,5800,1.0,4,7,Single Family,1,0,1914,0,False,491066.0
451,2240,5850,2.25,5,8,Single Family,1,400,1915,0,False,800589.0
452,1390,4292,1.0,2,6,Single Family,1,450,1925,0,False,387464.0
454,2170,7202,2.5,4,8,Single Family,1,0,1993,0,False,518725.0
455,2930,5569,2.75,3,9,Single Family,1,1070,2004,0,False,575794.0
456,2930,5569,2.75,3,9,Single Family,1,1070,2004,0,False,622097.0
459,1930,6346,2.5,3,9,Single Family,1,0,1989,0,False,568598.0
460,2340,8111,2.5,3,9,Single Family,1,0,1989,0,False,602770.0
461,2320,12627,2.0,3,9,Single Family,1,0,1989,0,False,795763.0
462,2360,7440,2.5,4,9,Single Family,1,0,1989,0,False,578577.0
463,2050,9586,2.25,4,8,Single Family,1,680,1984,0,False,604883.0
464,1960,8469,2.5,3,8,Single Family,1,0,1984,0,False,544310.0
468,1640,10377,2.25,3,7,Single Family,1,460,1967,0,False,613412.0
469,2390,10700,2.5,3,7,Single Family,1,1100,1967,0,False,785965.0
471,1900,11216,2.5,3,10,Single Family,1,0,1996,0,False,1109947.0
472,1660,18009,1.75,3,7,Single Family,1,0,1980,0,False,453333.0
473,2780,20794,2.75,4,7,Single Family,1,890,1977,0,False,493922.0
474,1640,17335,1.0,2,7,Single Family,1,800,1978,0,False,390687.0
475,1640,17335,1.0,2,7,Single Family,1,800,1978,0,False,353114.0
476,3270,21270,2.5,4,9,Single Family,1,0,2007,0,False,744581.0
477,2440,47916,2.25,3,8,Single Family,1,350,1991,0,False,555778.0
478,2439,23435,2.5,3,8,Single Family,1,0,1999,0,False,573918.0
479,1540,54450,2.0,2,7,Single Family,1,0,1983,0,False,169558.0
480,2190,38307,2.5,3,9,Single Family,1,0,1996,0,False,620120.0
481,2150,31238,2.75,3,9,Single Family,1,0,1996,0,False,688569.0
482,2650,47081,2.5,4,9,Single Family,1,0,1997,0,False,584813.0
483,3130,40105,2.5,4,9,Single Family,1,0,1997,0,False,723324.0
484,2970,31774,3.0,4,9,Single Family,1,940,1998,0,False,701698.0
485,3060,43703,3.5,5,9,Single Family,1,810,1998,0,False,644819.0
486,2690,32780,2.5,4,9,Single Family,1,0,1998,0,False,647619.0
487,2840,34203,2.5,4,9,Single Family,1,0,1997,0,False,762506.0
488,2770,63118,2.5,4,9,Single Family,1,0,1997,0,False,742449.0
489,2120,15297,2.5,3,7,Single Family,1,0,2007,0,False,482111.0
490,1130,9879,2.0,3,6,Single Family,1,0,1996,0,False,378340.0
491,1130,9879,2.0,3,6,Single Family,1,0,1996,0,False,323015.0
492,1680,8946,2.0,3,6,Single Family,1,740,1996,0,False,382726.0
493,2450,55387,2.5,4,9,Single Family,1,0,1994,0,False,552495.0
494,1930,24904,2.5,3,9,Single Family,1,0,1994,0,False,619390.0
495,2980,24703,2.5,4,9,Single Family,1,0,1993,0,False,743638.0
496,2330,33881,2.5,3,9,Single Family,1,0,1994,0,False,660591.0
497,2320,32772,2.5,3,9,Single Family,1,0,1992,0,False,668396.0
498,2470,33305,2.5,4,9,Single Family,1,0,1993,0,False,668491.0
499,2470,33305,2.5,4,9,Single Family,1,0,1993,0,False,687288.0
500,2650,21546,2.5,3,9,Single Family,1,0,1996,0,False,612857.0
501,2930,42060,2.5,3,9,Single Family,1,0,1994,0,False,793967.0
502,2290,62290,2.5,3,9,Single Family,1,0,1996,0,False,728055.0
503,3410,6006,3.25,3,10,Single Family,1,620,1946,0,False,1707922.0
505,2260,4087,2.75,4,8,Single Family,1,0,2007,0,True,517412.0
513,2430,6099,2.5,4,8,Single Family,1,960,1965,0,False,645697.0
514,1590,8546,1.75,3,8,Single Family,1,0,1959,0,False,400095.0
515,2180,8250,2.5,4,7,Single Family,1,820,1959,0,False,486125.0
516,1610,9600,1.75,3,8,Single Family,1,0,1959,0,False,415956.0
517,1610,9600,1.75,3,8,Single Family,1,0,1959,0,False,453333.0
518,2480,7480,2.0,3,8,Single Family,1,1240,1954,0,False,1027521.0
519,2488,31500,2.0,3,8,Single Family,1,0,1916,2007,False,236829.0
520,2120,22482,2.5,3,7,Single Family,1,760,1979,0,False,361449.0
521,2400,15069,2.5,4,8,Single Family,1,0,1991,0,False,434531.0
522,2030,99316,1.75,3,7,Single Family,1,0,1962,0,False,555882.0
523,3560,102366,3.5,4,9,Single Family,1,0,2005,0,False,806156.0
524,1920,207781,1.5,3,7,Single Family,1,400,1953,1989,False,496387.0
525,1090,409464,1.5,3,6,Single Family,1,0,1945,1994,False,536232.0
526,2250,60548,3.25,3,9,Single Family,1,0,2005,0,False,689067.0
527,1880,40755,1.0,3,7,Single Family,1,580,1970,0,False,261608.0
528,2680,28525,1.75,3,8,Single Family,1,1520,1936,0,False,1762555.0
529,3780,5026,3.5,4,9,Single Family,1,920,2007,0,True,889437.0
530,2180,5238,2.25,4,7,Single Family,1,920,1955,0,False,547585.0
532,2040,9478,2.5,4,7,Single Family,1,0,1900,0,False,432355.0
533,1976,11504,2.0,4,7,Single Family,1,0,1910,0,False,460501.0
534,1380,7182,1.0,3,7,Single Family,1,0,1953,0,False,381265.0
535,1420,5000,2.0,4,7,Single Family,1,0,1955,0,False,283182.0
536,1450,8040,1.75,3,7,Single Family,1,0,1955,0,False,127077.0
537,1400,10614,2.75,3,7,Single Family,1,140,1924,0,False,439042.0
538,2140,6490,2.75,4,8,Single Family,1,910,1966,0,False,401595.0
540,4940,43560,4.25,4,10,Single Family,1,940,1989,0,False,1051834.0
542,1860,42800,2.0,3,7,Single Family,1,930,1983,0,False,551521.0
543,1530,6450,1.0,2,7,Single Family,1,0,1920,0,False,645697.0
545,720,4000,1.0,2,6,Single Family,1,0,1941,0,False,391801.0
546,1280,5018,1.75,2,7,Single Family,1,640,1948,0,False,541168.0
547,1850,6450,2.5,4,8,Single Family,1,660,1975,0,False,743754.0
548,2450,4591,3.0,5,7,Single Family,1,0,1994,0,False,447365.0
549,4410,70844,3.5,4,10,Single Family,1,0,2005,0,False,1212886.0
551,960,7104,1.5,3,7,Single Family,1,0,1959,0,False,422598.0
552,3370,10973,3.5,4,8,Single Family,1,880,1957,0,False,572208.0
553,2610,11287,2.0,5,8,Multiplex,2,1260,1960,0,False,521793.0
555,2560,10464,1.75,3,8,Single Family,1,1280,1957,0,False,561731.0
556,2420,10500,1.75,4,8,Single Family,1,1020,1957,0,False,511857.0
557,2630,7140,2.5,4,8,Single Family,1,1000,1977,0,False,791769.0
558,3210,8520,3.75,4,7,Single Family,1,1400,1976,0,False,643754.0
559,1630,7906,2.0,3,7,Single Family,1,0,1953,0,False,412863.0
561,2680,8363,2.5,3,9,Single Family,1,0,2007,0,True,688960.0
562,2980,7630,2.5,3,9,Single Family,1,0,2006,0,True,785596.0
563,960,6377,1.0,2,7,Single Family,1,0,1958,0,False,285255.0
565,2100,24583,2.5,3,8,Single Family,1,0,1984,0,False,487712.0
566,3140,74052,3.0,3,8,Single Family,1,0,1977,0,False,835094.0
567,1820,77972,3.0,4,8,Single Family,1,420,1978,0,False,559874.0
568,2870,36649,3.25,4,9,Single Family,1,0,1988,0,False,749351.0
569,3650,23659,2.5,4,10,Single Family,1,0,2001,0,False,932334.0
570,3490,16028,3.0,4,10,Single Family,1,0,2001,0,False,626275.0
571,2900,5336,1.75,5,8,Single Family,1,1450,1955,0,False,402750.0
572,1290,8800,1.5,3,7,Single Family,1,0,1959,0,False,297051.0
573,1650,8850,1.75,3,7,Single Family,1,0,1959,0,False,325105.0
574,2890,21780,2.5,3,8,Single Family,1,0,2000,0,False,510570.0
575,1514,16475,1.5,1,6,Single Family,1,0,1934,0,False,302757.0
576,4060,10800,4.5,4,10,Single Family,1,0,2007,0,False,751703.0
577,1520,7350,1.75,4,7,Single Family,1,0,1962,0,False,311554.0
578,2120,9842,1.75,4,7,Single Family,1,1060,1958,0,False,391691.0
579,2740,5400,2.5,5,8,Single Family,1,0,2005,0,False,383590.0
580,2580,5460,2.5,4,8,Single Family,1,0,2005,0,False,450018.0
581,2510,8775,1.75,4,7,Single Family,1,800,1953,0,False,421714.0
582,1560,8450,1.75,4,7,Single Family,1,0,1954,0,False,335738.0
583,2080,7800,1.75,3,7,Single Family,1,860,1955,0,False,444749.0
584,2310,7589,2.5,3,9,Single Family,1,0,2004,0,False,846026.0
585,1300,8400,1.0,4,7,Single Family,1,0,1953,0,False,704518.0
586,3750,8266,3.75,5,10,Single Family,1,0,2015,0,False,603271.0
587,1140,9137,1.0,2,7,Single Family,1,0,1953,0,False,711901.0
588,2780,8913,2.75,5,8,Single Family,1,0,1952,1999,False,1110977.0
591,4990,10196,3.75,4,11,Single Family,1,0,2008,0,False,635174.0
592,1100,8724,1.0,2,7,Single Family,1,0,1952,0,False,703232.0
595,2350,10352,1.75,5,7,Single Family,1,1040,1954,0,False,754973.0
596,1890,11391,2.0,4,7,Single Family,1,850,1954,0,False,492781.0
598,1980,8260,2.25,3,7,Single Family,1,0,1954,1967,False,825671.0
599,1350,9293,1.75,4,7,Single Family,1,0,1954,0,False,598231.0
600,1350,9293,1.75,4,7,Single Family,1,0,1954,0,False,751727.0
601,2490,41159,2.0,4,7,Single Family,1,1180,1954,0,False,747827.0
602,2340,7254,2.5,4,8,Single Family,1,550,1980,0,False,501787.0
603,2950,8440,2.5,4,8,Single Family,1,0,1990,0,False,398230.0
604,2510,12013,2.25,3,8,Single Family,1,0,1988,0,False,416306.0
605,2510,12013,2.25,3,8,Single Family,1,0,1988,0,False,243582.0
606,2070,7800,2.5,4,8,Single Family,1,0,1989,0,False,398689.0
608,3080,19934,3.0,4,10,Single Family,1,0,1971,0,False,1306054.0
609,2710,20185,2.75,4,9,Single Family,1,620,1973,2005,False,1811231.0
610,6080,20168,5.0,5,12,Single Family,1,2200,2000,0,False,3100598.0
611,1920,18928,1.5,3,7,Single Family,1,0,1966,0,False,368346.0
612,2470,12994,3.25,4,8,Single Family,1,690,2005,0,False,443563.0
613,2450,17400,2.25,3,8,Single Family,1,330,1978,0,False,486914.0
614,1530,10350,2.5,4,7,Single Family,1,0,1955,0,False,298954.0
615,1860,4025,2.5,4,7,Single Family,1,0,2000,0,False,416358.0
616,1860,3914,2.5,3,7,Single Family,1,0,2000,0,False,419295.0
617,1880,6032,1.75,3,6,Single Family,1,940,1928,0,False,396235.0
618,2870,5453,2.25,4,8,Single Family,1,650,1926,0,False,700709.0
619,2870,5453,2.25,4,8,Single Family,1,650,1926,0,False,600347.0
623,1770,6293,2.0,2,6,Single Family,1,590,1912,0,False,437655.0
624,2510,5297,2.5,4,9,Single Family,1,0,2008,0,False,382427.0
625,2940,5054,4.75,6,7,Single Family,1,0,1942,2003,False,634645.0
626,2380,6026,1.75,3,7,Single Family,1,1190,1967,0,False,491871.0
627,1990,12866,2.5,3,7,Single Family,1,0,1986,0,False,494261.0
628,1850,7154,2.25,3,7,Single Family,1,0,1985,0,False,475290.0
629,2210,3600,2.5,4,7,Single Family,1,0,2010,0,True,358719.0
638,1990,3644,2.5,3,7,Single Family,1,0,2010,0,True,368592.0
642,3840,7748,3.25,4,9,Single Family,1,0,2003,0,False,878929.0
643,3750,9437,2.75,3,9,Single Family,1,0,2003,0,False,883516.0
645,3360,7061,2.75,4,9,Single Family,1,0,2006,0,True,581968.0
646,3340,8213,2.75,4,9,Single Family,1,0,2006,0,True,547193.0
647,2830,9972,2.5,3,9,Single Family,1,0,2006,0,True,580171.0
648,4040,8653,2.5,3,9,Single Family,1,1140,2006,0,True,552480.0
649,4040,8653,2.5,3,9,Single Family,1,1140,2006,0,False,617348.0
650,3440,9443,2.5,4,9,Single Family,1,0,2006,0,True,527135.0
653,2090,3002,3.25,4,7,Single Family,1,420,2005,0,False,402294.0
654,2100,3574,2.5,3,7,Single Family,1,410,2005,0,False,380556.0
655,1570,2577,2.5,3,7,Single Family,1,0,2005,0,False,323495.0
656,1140,7078,1.75,3,6,Single Family,1,0,1986,0,False,280535.0
657,2120,31564,1.0,3,7,Single Family,1,900,1942,0,False,382257.0
658,2120,31564,1.0,3,7,Single Family,1,900,1942,0,False,210547.0
659,1420,24690,1.75,3,6,Single Family,1,390,1944,0,False,244183.0
660,2480,9699,2.75,9,6,Multiplex,3,770,1949,0,False,442754.0
661,1820,8422,1.5,3,7,Single Family,1,0,1964,0,False,253809.0
662,1760,9727,1.75,3,6,Single Family,1,0,1925,0,False,291373.0
663,1130,13927,0.75,3,6,Single Family,1,0,1929,0,False,241108.0
664,2090,8428,2.5,3,8,Single Family,1,770,1962,0,False,444209.0
665,2240,8200,2.5,4,8,Single Family,1,820,1963,0,False,608179.0
666,2220,7700,2.25,4,8,Single Family,1,840,1964,0,False,407936.0
673,1250,9605,1.75,3,7,Single Family,1,0,1964,0,False,458817.0
674,2720,9605,2.75,4,7,Single Family,1,1360,1965,0,False,625404.0
675,2330,9605,2.0,6,7,Single Family,1,1140,1964,0,False,567608.0
676,1460,7210,2.5,3,7,Single Family,1,0,1964,0,False,272694.0
677,1250,7210,1.0,3,7,Single Family,1,0,1964,0,False,361444.0
678,1460,8075,1.75,3,7,Single Family,1,0,1963,0,False,458635.0
679,1470,10291,2.0,4,7,Single Family,1,0,1963,0,False,443928.0
680,1220,7432,1.75,3,7,Single Family,1,0,1963,0,False,439938.0
681,1220,7370,1.75,3,7,Single Family,1,0,1964,0,False,501152.0
682,1730,7700,2.5,4,7,Single Family,1,500,1965,0,False,629480.0
683,1460,8141,1.75,3,7,Single Family,1,0,1964,0,False,483556.0
684,1650,8250,1.0,4,7,Single Family,1,0,1966,0,False,487119.0
685,1560,7272,1.0,3,7,Single Family,1,510,1966,0,False,462979.0
686,2130,7210,2.25,4,7,Single Family,1,800,1965,0,False,613440.0
687,1460,10546,2.0,4,7,Single Family,1,0,1965,0,False,438378.0
688,1250,8004,1.5,3,7,Single Family,1,0,1965,0,False,471970.0
689,1250,8004,1.5,3,7,Single Family,1,0,1965,0,False,465263.0
690,1250,9240,1.75,3,7,Single Family,1,0,1965,0,False,440992.0
691,1010,8034,1.0,2,7,Single Family,1,0,1964,0,False,423705.0
692,1310,7107,1.75,3,7,Single Family,1,0,1965,0,False,481621.0
693,2300,3840,2.75,4,8,Single Family,1,0,2000,0,False,710390.0
694,2170,3840,2.5,3,8,Single Family,1,0,2000,0,False,627197.0
706,1540,1607,2.25,3,8,Townhouse,1,0,2010,0,True,377590.0
709,1160,8808,1.0,3,7,Single Family,1,140,1924,0,False,386173.0
710,1020,8131,1.0,1,5,Single Family,1,0,1924,0,False,377132.0
711,1950,8100,2.5,4,8,Single Family,1,0,2001,0,False,587294.0
712,1020,8100,1.0,2,7,Single Family,1,0,1925,0,False,430317.0
713,1850,6000,1.75,2,6,Single Family,1,820,1919,0,False,351475.0
714,1540,9450,1.75,3,6,Single Family,1,500,1919,0,False,416160.0
715,860,8100,1.0,2,5,Single Family,1,0,1919,0,False,340511.0
716,2070,12000,2.5,5,7,Single Family,1,730,1967,0,False,666611.0
717,3080,7296,2.5,3,9,Single Family,1,0,2000,0,False,901687.0
718,3960,6654,3.5,4,10,Single Family,1,1110,2006,0,False,1816004.0
719,3640,5880,3.5,4,10,Single Family,1,1050,2006,0,False,1739981.0
720,2960,7680,2.25,5,8,Single Family,1,1410,1958,0,False,836508.0
721,2030,6400,1.5,4,8,Single Family,1,600,1955,0,False,607444.0
722,2220,6641,2.0,3,7,Single Family,1,1000,1947,0,False,848924.0
723,1920,4080,2.0,3,7,Single Family,1,0,1937,0,False,836505.0
724,4660,7680,3.25,4,9,Single Family,1,1220,2008,0,False,629508.0
726,3240,11415,2.75,3,9,Single Family,1,1620,1954,0,False,1271406.0
727,2010,7680,1.75,5,8,Single Family,1,800,1950,0,False,693895.0
728,4630,7680,3.5,4,9,Single Family,1,1210,2007,0,True,1643777.0
729,2970,7040,2.5,3,9,Single Family,1,1470,1958,0,False,1165143.0
730,2970,7040,2.5,3,9,Single Family,1,1470,1958,0,False,1417688.0
731,1020,12540,1.0,3,7,Single Family,1,0,1966,0,False,277476.0
732,1870,7000,2.0,4,7,Single Family,1,0,1966,0,False,319216.0
733,1510,3495,2.0,3,7,Single Family,1,0,1998,0,False,381104.0
734,1310,2996,1.5,3,7,Single Family,1,0,1998,0,False,402449.0
735,900,2728,1.0,2,7,Single Family,1,0,1998,0,False,315991.0
736,900,2837,1.0,2,7,Single Family,1,0,1998,0,False,283650.0
737,1580,4000,2.0,3,7,Single Family,1,700,1916,0,False,628822.0
738,2700,7500,2.5,4,7,Single Family,1,1080,1958,0,False,394352.0
739,1600,9072,1.5,3,7,Single Family,1,0,1963,0,False,316771.0
740,1940,7500,1.75,4,7,Single Family,1,220,1966,0,False,352511.0
741,2950,4892,3.5,4,9,Single Family,1,680,2007,0,True,1488254.0
742,1220,2790,1.5,2,8,Single Family,1,0,1918,0,False,587536.0
743,4280,12758,3.5,4,11,Single Family,1,1540,2006,0,False,1485582.0
744,3190,12283,2.25,4,9,Single Family,1,0,1978,0,False,656486.0
745,3300,15673,2.75,4,8,Single Family,1,621,1975,0,False,574773.0
746,3110,21960,3.25,4,10,Single Family,1,1390,1951,2004,False,1610934.0
747,2690,10020,2.5,3,8,Single Family,1,500,1952,2006,False,854530.0
748,2120,7888,2.75,4,8,Single Family,1,0,1952,0,False,639270.0
749,2010,8484,1.75,3,8,Single Family,1,630,1954,0,False,820742.0
750,3720,15130,2.5,2,9,Single Family,1,1530,1965,0,False,759391.0
751,2200,10729,1.75,3,8,Single Family,1,900,1960,0,False,760048.0
752,2400,4552,2.5,3,8,Single Family,1,0,2003,0,False,599729.0
753,2800,5368,2.5,4,8,Single Family,1,0,2003,0,False,729108.0
754,2280,7344,2.5,4,8,Single Family,1,0,1993,0,False,575382.0
755,2170,6200,2.5,4,8,Single Family,1,0,1993,0,False,589003.0
756,1445,1471,2.25,3,7,Townhouse,1,145,2003,0,False,455341.0
757,1445,1498,2.25,3,7,Townhouse,1,145,2003,0,False,425084.0
758,1090,964,2.5,2,7,Townhouse,1,0,2003,0,True,349482.0
759,1090,984,2.5,2,7,Townhouse,1,0,2003,0,False,351616.0
760,1600,2201,2.5,3,7,Townhouse,1,0,2003,0,False,466482.0
761,1445,1435,2.25,3,7,Townhouse,1,145,2003,0,False,408129.0
762,1090,923,2.5,2,7,Townhouse,1,0,2004,0,False,376800.0
763,1445,1452,2.25,3,7,Townhouse,1,145,2004,0,False,396549.0
764,1090,1037,2.5,2,7,Townhouse,1,0,2004,0,False,367161.0
765,1090,1037,2.5,2,7,Townhouse,1,0,2004,0,False,385834.0
766,1090,1068,2.5,2,7,Townhouse,1,0,2004,0,False,364661.0
767,1410,1264,2.25,3,7,Townhouse,1,120,2004,0,False,409883.0
768,1410,1264,2.25,3,7,Townhouse,1,120,2004,0,False,377711.0
782,1490,1111,2.5,3,7,Townhouse,1,0,2004,0,False,402425.0
783,1530,1708,2.5,3,7,Townhouse,1,0,2004,0,False,462739.0
784,810,6572,1.0,2,7,Single Family,1,0,1942,0,False,401111.0
785,1640,7437,1.75,3,7,Single Family,1,550,1948,0,False,586802.0
786,1840,6383,1.75,4,7,Single Family,1,920,1947,0,False,498654.0
787,2270,7627,1.75,4,7,Single Family,1,1000,1957,0,False,527976.0
788,2270,7627,1.75,4,7,Single Family,1,1000,1957,0,False,525725.0
789,2900,5803,2.75,4,9,Single Family,1,0,2007,0,True,657747.0
790,2950,5803,2.75,4,9,Single Family,1,0,2007,0,True,680000.0
791,2950,5803,2.75,4,9,Single Family,1,0,2007,0,True,646226.0
792,2900,5803,2.75,4,9,Single Family,1,0,2007,0,True,640784.0
794,3390,8060,2.5,4,10,Single Family,1,0,1998,0,False,898595.0
795,3390,8060,2.5,4,10,Single Family,1,0,1998,0,False,883962.0
796,3160,7257,2.5,4,10,Single Family,1,0,1998,0,False,823786.0
797,3160,7257,2.5,4,10,Single Family,1,0,1998,0,False,831205.0
798,3510,6745,2.5,4,10,Single Family,1,0,1998,0,False,842155.0
801,1750,3653,2.5,3,7,Single Family,1,0,2003,0,False,434548.0
802,2170,3653,2.5,3,7,Single Family,1,0,2003,0,False,457369.0
803,3380,9641,3.25,4,10,Single Family,1,0,2002,0,False,878525.0
804,4190,13494,3.5,4,10,Single Family,1,0,2004,0,False,1123634.0
807,6450,55088,4.25,4,11,Single Family,1,870,1996,0,False,1329060.0
808,4560,56236,3.5,5,10,Single Family,1,0,1993,0,False,993891.0
809,3230,48505,2.75,5,10,Single Family,1,0,1993,0,False,790089.0
810,3800,33385,2.5,3,10,Single Family,1,0,1997,0,False,915469.0
811,3430,42775,2.5,4,10,Single Family,1,0,1992,0,False,888681.0
822,3190,7828,2.5,3,9,Single Family,1,0,2006,0,True,557949.0
823,3190,7828,2.5,3,9,Single Family,1,0,2006,0,False,639469.0
824,2970,9155,2.5,4,9,Single Family,1,0,2006,0,True,561620.0
825,3190,7587,2.5,3,9,Single Family,1,0,2006,0,True,547308.0
826,3190,7587,2.5,3,9,Single Family,1,0,2006,0,False,589196.0
828,3190,7386,2.5,3,9,Single Family,1,0,2006,0,True,581260.0
829,3190,8292,2.5,3,9,Single Family,1,0,2006,0,True,556376.0
830,2970,8119,2.5,4,9,Single Family,1,0,2006,0,True,558696.0
831,2800,7974,3.0,5,9,Single Family,1,0,2006,0,True,567608.0
832,2560,6184,3.0,4,9,Single Family,1,0,2006,0,False,537705.0
833,2560,6200,3.0,4,9,Single Family,1,0,2006,0,True,540957.0
834,2830,7052,2.5,4,9,Single Family,1,0,2006,0,False,610049.0
835,3190,6826,2.5,3,9,Single Family,1,0,2006,0,True,580051.0
836,2290,6675,3.0,6,6,Multiplex,2,0,1979,0,False,317260.0
837,1840,7200,3.0,4,6,Multiplex,2,0,1980,0,False,312120.0
838,2290,9100,3.0,6,6,Multiplex,2,0,1979,0,False,357490.0
841,1660,1634,2.5,3,8,Townhouse,1,140,2006,0,True,497553.0
842,1660,1705,2.5,3,8,Townhouse,1,140,2006,0,True,497553.0
859,1910,14850,1.75,4,7,Single Family,1,310,1969,0,False,324879.0
860,1050,18304,2.0,3,7,Single Family,1,0,1953,0,False,247517.0
861,1050,18304,2.0,3,7,Single Family,1,0,1953,0,False,182385.0
862,1650,14850,2.0,3,7,Single Family,1,0,1968,0,False,311345.0
863,980,14850,1.0,3,7,Single Family,1,0,1962,0,False,276078.0
864,1160,19965,1.0,3,7,Single Family,1,0,1960,0,False,213644.0
865,1800,16600,1.75,3,7,Single Family,1,0,1969,0,False,324662.0
866,1612,16600,1.5,3,7,Single Family,1,0,1968,0,False,312084.0
867,1520,15000,1.0,3,7,Single Family,1,0,1966,0,False,211725.0
868,1040,14850,1.75,3,7,Single Family,1,0,1968,0,False,276690.0
869,1810,11306,2.25,3,7,Single Family,1,0,1996,0,False,370514.0
870,1300,8800,1.5,3,7,Single Family,1,0,1962,0,False,220198.0
871,1500,5393,2.25,4,7,Single Family,1,0,1999,0,False,291979.0
872,1680,5586,2.25,4,7,Single Family,1,0,1999,0,False,340300.0
873,3850,7128,3.5,6,9,Single Family,1,1270,1997,0,False,868386.0
874,2620,6325,2.5,3,9,Single Family,1,0,1996,0,False,796318.0
875,2830,6095,2.5,4,9,Single Family,1,0,1998,0,False,660317.0
876,2830,6095,2.5,4,9,Single Family,1,0,1998,0,False,708974.0
877,3130,5106,2.5,5,9,Single Family,1,0,1998,0,False,709699.0
878,2760,5000,2.5,4,9,Single Family,1,0,1998,0,False,687675.0
879,2780,5572,2.5,4,9,Single Family,1,0,1998,0,False,698852.0
880,2200,4052,2.5,3,8,Single Family,1,0,2005,0,False,376901.0
881,1440,4000,1.75,3,7,Single Family,1,720,1928,0,False,406919.0
882,1510,6356,1.0,3,7,Single Family,1,740,1928,1999,False,414425.0
884,1090,5120,1.0,3,7,Single Family,1,0,1975,0,False,409180.0
885,1980,5120,2.0,4,7,Single Family,1,1010,1920,0,False,531075.0
886,1280,5120,1.5,2,6,Single Family,1,360,1929,0,False,456250.0
887,1280,7102,1.0,3,7,Single Family,1,110,1948,0,False,341143.0
888,2670,12966,2.75,5,7,Single Family,1,670,1988,0,False,436724.0
889,2170,7443,2.5,3,8,Single Family,1,0,1993,0,False,379888.0
890,1730,6007,2.0,3,8,Single Family,1,0,2004,0,False,363592.0
891,2850,8206,2.75,4,9,Single Family,1,0,2001,0,False,754746.0
892,2330,5262,2.5,3,9,Single Family,1,0,2001,0,False,611111.0
893,2610,6152,2.5,4,9,Single Family,1,0,2001,0,False,678394.0
894,2390,15168,2.5,4,8,Single Family,1,0,1995,0,False,588965.0
